english_word,carolinian_headword,dialect,page_number
number,eghumwusch,NA,903
number,eghus,NA,903
number,ehat,TAN,903
number,ehóbw,TAN,903
number,eel2,NA,903
number,ele–,NA,903
number,elefay,NA,903
number,eleghit,NA,903
number,elengaras,NA,903
number,elescháy,NA,903
number,elébwúghúw,NA,903
number,eléfósch,NA,903
number,elésché,NA,903
number,eliigh,NA,903
number,eluuw,NA,903
number,erhé,TAN,903
number,esetil,NA,904
number,esóbw,NA,904
number,esché,NA,904
number,eet,NA,904
number,eew,NA,904
number,eyáf,NA,904
number,faa–1,NA,904
number,faabwúghúw,NA,904
number,faafay,NA,904
number,faafósch,NA,904
number,faig,TAN,904
number,faamal,NA,904
number,faangaras,NA,904
number,faasché,NA,904
number,faaw,NA,904
number,fayúlippi,NA,904
number,fáághit,NA,904
number,fááigh,NA,904
number,fáál1,NA,904
number,fáán,"TAN, LN",904
number,fiis,NA,904
number,fisabwúghúw,NA,904
number,fisangaras,NA,904
number,fisasché,NA,904
number,fisifay,NA,905
number,fisiigh,NA,905
number,fisighit,NA,905
number,fisimal,NA,905
number,fisufósch,NA,905
number,fisuuw,NA,905
number,fisú-,NA,905
number,fita–,NA,905
number,fitalé,NA,905
number,fitasché,NA,905
number,fitebwúghúw,NA,905
number,fitefósch,NA,905
number,fitengaras,NA,905
number,fitifay,NA,905
number,fitifay méél,NA,905
number,fitimal,NA,905
number,fitischay,NA,905
number,fitoow,NA,905
number,–ghit,NA,905
number,heig,TAN,905
number,–ig,TAN,905
number,–igh,NA,905
number,ili–,TAN,905
number,–l2,NA,905
number,–l4,NA,905
number,liffay,NA,905
number,liffósch,NA,906
number,liim,NA,906
number,lima–,NA,906
number,limabwúgú,TAN,906
number,limabwúghúw,NA,906
number,limmal,NA,906
number,limangaf,NA,906
number,limangaras,NA,906
number,limarhé,TAN,906
number,limasché,NA,906
number,limeghit,NA,906
number,limeig,TAN,906
number,limeigh,NA,906
number,limouw,NA,906
number,limoow,TAN,906
number,numuro,NA,906
number,–ngaras,NA,906
number,–ngéréw,NA,906
number,ool,NA,906
number,oleghit,NA,906
number,oleigh,NA,906
number,olo–1,NA,906
number,olobwúghúw,NA,906
number,olofay,NA,906
number,olofósch,NA,906
number,olomal,NA,906
number,olongaras,NA,906
number,olosché,NA,906
number,oloow,NA,907
number,oon,"TAN, LN",907
number,–osálil,TAN,907
number,–púngút,NA,907
number,ruufósch,NA,907
number,ruwa–,NA,907
number,ruwabwúghúw,NA,907
number,ruwaghit,NA,907
number,ruwangaras,NA,907
number,ruwasché,NA,907
number,ruweigh,NA,907
number,ruwoow,NA,907
number,rúúfay,NA,907
number,rúúschay,NA,907
number,rúúw,NA,907
number,rúwááf,NA,907
number,sangaras,NA,907
number,se–,NA,907
number,seigh,NA,907
number,seigh me eew,NA,907
number,seigh me ruwoow,NA,907
number,ssel,NA,907
number,tiiw1,NA,907
number,tiwa–,NA,907
number,tiwabwúghúw,NA,907
number,tiwafósch,NA,908
number,tiwangaf,NA,908
number,tiwangaras,NA,908
number,tiwasché,NA,908
number,tiweghit,NA,908
number,tiweigh,NA,908
number,tiwmal,NA,908
number,tiwoow,NA,908
number,waal,NA,908
number,walabwúghúw,NA,908
number,walafósch,NA,908
number,walaghit,NA,908
number,walasché,NA,908
number,walengaf,NA,908
number,walengaras,NA,908
number,waliigh,NA,908
number,waluuw,NA,908
number,walú-,NA,908
number,walúmal,NA,908
numerous,fayúlippi,NA,908
numerous,schóóschó2,NA,908
nurse,finmeera,NA,908
nurse,túút,NA,908
nurture,ffóól,NA,909
nutcracker,paghúpagh2,NA,909
obedient,rongoschigh,NA,910
obese,bwutááy,NA,910
obese,ligauluul1,TAN,910
obey,rong,NA,910
obey,rongofisch,NA,910
obey,rongohoorhig,TAN,910
obey,selingááfisch,NA,910
object,kosas,NA,910
object,miil,S,910
object pronoun,–a3,NA,910
object suffix,–g,TAN,910
object suffix,–gem,TAN,910
object suffix,–gemi,TAN,910
object suffix,–girh,TAN,910
object suffix,–gh,NA,910
object suffix,–ghámem,NA,910
object suffix,–ghemi,NA,910
object suffix,–ghisch,NA,910
object suffix,–ll,NA,910
object suffix,–nn,"TAN, LN",911
object suffix,–r2,NA,911
object suffix,–yáy,NA,911
obscure,póól,NA,911
observe,alama,TAN,911
observe,allaamwa,NA,911
observe,auluuluuw,NA,911
observe,auruur,NA,911
observe,áláng,NA,911
observe,álángi,NA,911
observe,állewa,NA,911
observe,fala–,NA,911
observe,falangáli,NA,911
observe,fana–,"TAN, LN",911
observe,lamalam2,NA,911
observe,piipiiy,NA,911
observe,sáscheey,NA,911
observe,woori,NA,911
obvious,bwááto,NA,912
obvious,faatattaral sabweil,NA,912
occasion,fáál²,NA,912
occupation,angaang,NA,912
occupation,tarabwaagho,NA,912
occupy,abwurha,TAN,912
occur,fih,TAN,912
occur,fis¹,NA,912
occur,láál,NA,912
occur,láán,TAN,912
ocean,bwool sáát,NA,912
ocean,bwoon háát,TAN,912
ocean,bwooset,NA,912
ocean,fááliilól,NA,912
ocean,fáániilól,TAN,912
ocean,lehet,TAN,912
ocean,leeset,NA,912
ocean,metaw,NA,912
o’clock,oora,NA,912
October,Ottuubre,NA,913
octopus,gúúh,TAN,913
octopus,ghúús,NA,913
odor,bwoo–,NA,913
odor,bwoongah,TAN,913
odor,bwoonngaw,NA,913
odor,bwoppwool,NA,913
odor,bwoottig,TAN,913
odor,bwoottigh,NA,913
odor,bwootighar,NA,913
odor,limasch,NA,913
odor,uwah,TAN,913
odor,uwas,NA,913
of,–l1,NA,913
of,–l2,NA,913
offend,ngáásch2,NA,913
offering,ahoomá,TAN,913
offering,ahóra,TAN,913
offering,asóra,NA,913
offering,óssootubw,NA,913
office,bwulasio,NA,914
office,lugóót,NA,914
office,ofisiina,NA,914
offspring,layú-,NA,914
offspring,nayú-,"TAN, LN",914
oil,abwura1,NA,914
oil,ammihi,TAN,914
oil,ammisi,NA,914
oil,ákkápit,NA,914
oil,tikka1,NA,914
oilcloth,kkaaba,NA,914
oily,mmis,NA,914
okay,iweewo,NA,914
okay,iweeyo,TAN,914
old,bwey,NA,914
old,fasúl,NA,914
old,lap,NA,914
old,lapasengi,NA,914
old,lapehengi,TAN,915
old,lippwarh,TAN,915
old,lippwasch,NA,915
old,lóómw1,NA,915
old,mwug,TAN,915
old,ppwasch,NA,915
old,schillap,NA,915
old,tuufay,NA,915
old,tchinnap,TAN,915
Oleai,Léélugh,NA,915
Oleai,Tammwoora,NA,915
oleander,odetfa,NA,915
omen,waihet,TAN,915
omen,weisát,NA,915
on,schúúl,NA,915
on,wei–1,NA,915
on,wel–,NA,915
on,wóó-,NA,915
once in a while,eyoor igha,NA,915
Once upon a time,leeweina,TAN,915
Once upon a time,léaweeiló,NA,916
Once upon a time,mwoiwe,NA,916
Once upon a time,oloweiló,NA,916
one,a–3,TAN,916
one,aeschayúl,NA,916
one,aeuwal,NA,916
one,áláá-,NA,916
one,álááfay,NA,916
one,álááfósch,NA,916
one,álááschay,NA,916
one,áleyeew,NA,916
one,bwaleew,NA,916
one,e–,NA,916
one,ebwúghúw,NA,916
one,efay,NA,916
one,egumw,TAN,916
one,egumwurh,TAN,916
one,egúh,TAN,916
one,eghit,NA,916
one,eghumw,NA,916
one,eghumwusch,NA,916
one,eghus,NA,916
one,ehat,TAN,916
one,ehóbw,TAN,916
one,erhé,TAN,916
one,esetil,NA,917
one,esóbw,NA,917
one,esché,NA,917
one,eet,NA,917
one,eew,NA,917
one,eyáf,NA,917
one,mili–,NA,917
one,sangaras,NA,917
one,se–,NA,917
one hundred,ebwúghúw,NA,917
one óclock,ala una,NA,917
one thousand,sangaras,NA,917
one who,li–,NA,917
one who,male–,NA,917
one who,mane–,TAN,917
onion,subwuyas,NA,917
only,rhag,TAN,917
only,schagh,NA,917
open,ammahaaw,TAN,917
open,ammasaaw,NA,917
open,bwiliiló,NA,918
open,falló,NA,918
open,haleeng,TAN,918
open,huug,TAN,918
open,huugey,TAN,918
open,huugi,TAN,918
open,huuhu,TAN,918
open,mmaw,NA,918
open,seleeng,NA,918
open,suugh,NA,918
open,suughágh,NA,918
open,suughi,NA,918
open,suusu,NA,918
open,ttáf,NA,918
open,táfi,NA,918
open,tefi,TAN,918
open,wááhi,TAN,918
open,wáási2,NA,918
or,me2,NA,918
or,ngare,NA,918
orange,gurugur1,TAN,918
orange,ghaayil,NA,918
orange,rangarang,NA,919
oration,fayúrho,TAN,919
oration,fayúscho1,NA,919
order,afala,NA,919
order,akkulééw,NA,919
order,ammwel1,NA,919
order,amwelaaló1,NA,919
ordinal prefix,a–2,NA,919
ordinal suffix,–l2,NA,919
origin,bweletáá-,NA,919
origin,bwenetáá-,"TAN, LN",919
origin,bwughos,NA,919
Orion,Elúwel,NA,919
our,aarh,TAN,919
our,aasch,NA,919
our,áám1,TAN,920
our,áámem1,S,920
our,–m,TAN,920
our,–mám,S,920
our,–rh,TAN,920
our,–sch,NA,920
out,óut,NA,920
out,–wow,NA,920
out-islanders,aifal,NA,920
outlying island,téé,NA,920
out of breath,mwoor2,NA,920
out of breath,nngasappwo,NA,920
out-of-control,ilumaaw,NA,920
out of joint,ppisch,NA,920
out of marriage,layúlipisch,NA,921
out of marriage,nayúlipirh,TAN,921
out of season,mweeiló,NA,921
out of shape,táy,NA,921
out-of-square,táy,NA,921
outrigger boom,ghiyó,NA,921
outrigger float,taam,NA,921
outside,lugun,TAN,921
outside,lughul,NA,921
outsider,schóól lughul,NA,921
outsider,schóól waaseela,NA,921
outsider,waahééló,TAN,921
outsider,waaseela,NA,921
outward,ngatéwow,NA,922
oven,onnul mwongo,NA,922
oven,uumw,NA,922
overcast,lángimmóbw,NA,922
overcast,rhóletá,TAN,922
overcast,schóleppwung,NA,922
overcast,schóletá,NA,922
overcook,bwoomwusch,NA,922
overcook,mwusch,NA,922
overeat,kkétá,NA,922
overflow,lip,NA,922
overflow,óura–,NA,922
overflow,uuló,TAN,922
overflow,uroló,NA,922
overgrown,tár,NA,922
over here,igheey,NA,922
overpower,bwángiiy,NA,922
oversleep,masóól,NA,923
over there,ighilaal,NA,923
owe,diibi,NA,923
own,ááni,TAN,923
own,giyeni,TAN,923
own,ghiyeli,NA,923
own,yááli,NA,923
pack,awuta,NA,924
package,–túgh,NA,924
pad,tiliig,TAN,924
pad,tiliighi,NA,924
paddle,fatúl,NA,924
paddle,fatúla,NA,924
paddle,payúl fatúl,NA,924
paddle,ssó1,NA,924
Pagan,Paagang,TAN,924
Pagan,Paaghang,NA,924
pain,aremet,NA,924
pain,ffisch3,NA,924
pain,lifólo,NA,924
pain,metágh,NA,924
pain,oghakk,NA,924
pain,werewerilúút,NA,924
painful,metágh,NA,924
paint,amihi,TAN,924
amis,amisi,NA,925
amis,penta,NA,925
amis,zungwa,NA,925
paintbrush,pinseet,NA,925
painting,penta,NA,925
painting,zungwa,NA,925
pair,appalúwáli,NA,925
pair,apappa,NA,925
pair,palúwa–,NA,925
pair,palúwal²,NA,925
pair,papp,NA,925
pair,pappa–,NA,925
pair,pappfengáll,NA,925
palate,pongóósch,NA,925
Palau,Palley,NA,925
pale,bwerhebwerh,TAN,925
pale,bweschebwesch,NA,925
palm,atool,NA,925
palm,faadang,NA,925
palm,rebwung,NA,926
pamper,arheng,TAN,926
pamper,arhengi,TAN,926
pamper,ascheng,NA,926
pamper,aschengi,NA,926
pamper,kkiriida,NA,926
pamper,kkiriido,NA,926
pamper,layúlayúscheng,NA,926
pamper,nayúnayúrheng,TAN,926
pamphlet,tiliig,TAN,926
pamphlet,tiliighi,NA,926
pan,paan,NA,926
pancake,pangkek,NA,926
pandanus,ahúg,TAN,926
pandanus,faarh,TAN,926
pandanus,faasch,NA,926
pandanus,faasch uschóósch,NA,926
pandanus,faschal Luuta,NA,926
pandanus,faschal wwal,NA,927
pandanus,póghu,NA,927
pant,mwi,NA,927
pant,nngasappwo,NA,927
pants,anzibwong,NA,927
pants,ghassuulis,NA,927
pants,hanzibwong,TAN,927
papaya,bweibwaay,NA,927
papaya,bweibwaay mwáál,NA,927
papaya,bweibwaay schóóbwut,NA,927
paper,pappid,NA,927
paper,tiliig,TAN,927
paper,tiliighi,NA,927
paralyzed,inuutit,NA,927
paralyzed,ligiimw,TAN,927
paralyzed,lighiimw,NA,927
paralyzed,má2,NA,927
paralyzed,paay má,NA,927
paraplegic,ligiimw,TAN,928
paraplegic,lighiimw,NA,928
pardon,amwosomwos,NA,928
pardon,fayúscho1,NA,928
parrotfish,áár1,NA,928
parrotfish,iginorh,TAN,928
parrotfish,oscha,NA,928
parrotfish,urha,TAN,928
parsma berry,manisanita,TAN,928
parsma berry,mansaniita,NA,928
part,mweisefáng,NA,928
part,mweiti,NA,928
part,mmwey,NA,928
part,paghúl,NA,928
part,peiráágh,NA,928
parting,ulee lo,NA,928
parting,ulee ló,NA,929
partition,átippw,NA,929
partition,tibwas,NA,929
partly,ehóbw,TAN,929
partly,esóbw,NA,929
partner,apalúwal,NA,929
partner,appalúwáli,NA,929
partner,palúwa–,NA,929
partner,pappa–,NA,929
partner,pappeli,NA,929
partner,pappfengáll,NA,929
partner,rheena–,TAN,929
partner,scheela–,NA,929
party,guubwul,TAN,929
party,ghuubwul,NA,929
pass,aiti,NA,929
pass,aitingáli,NA,929
pass,aluu–,NA,929
pass,aluuy,TAN,929
pass,áffángár,NA,929
pass,áffáyil,NA,930
pass,ffangeerhefáng,TAN,930
pass,ffengeersefáng,NA,930
pass,marew,TAN,930
pass,marúng,NA,930
pass,milaato,NA,930
pass,ngal–,NA,930
pass,ngalleey,NA,930
pass,patti,NA,930
pass,táári,NA,930
passion fruit,dossi,NA,930
pass wind,bwir,TAN,930
pass wind,bwiribwir,NA,930
pass wind,ppwir,NA,930
pass wind,sing,NA,930
pass wind,singising,NA,930
past,hengi1,TAN,930
past,mwoiwe,NA,930
past,pasaw,NA,930
past,sángi1,NA,930
paste,amallaay,NA,931
paste,apparh1,TAN,931
paste,appasch1,NA,931
paste,mall2,NA,931
pat,apisipis,NA,931
pat,pighiri,NA,931
pat,pisipis2,NA,931
patch,apilasa,NA,931
patch,apinaha,TAN,931
patch,limenda,NA,931
patch,patsi1,NA,931
patch,patsi2,NA,931
patch,pilesagh,NA,931
path,aal1,NA,931
patient,ameschereghi,NA,931
patient,amwaamwaay leetipomw,NA,931
patriarch,hamalap,TAN,932
patriarch,samalap,NA,932
patter,ppwunguppwung,NA,932
pattern,áriiri,NA,932
paw through,kkop,NA,932
pay,óbwóssuuló,NA,932
pay,óbwóssuw,NA,932
peace,gúnammwey,TAN,932
peace,gúnómw,TAN,932
peace,ghilómw,NA,932
peace,ghúlammwey,NA,932
peace,sáliti,NA,932
peaceful,rhóórág,TAN,932
peaceful,schóórágh,NA,932
peak,rhugullang,TAN,932
peak,schughullang,NA,933
peak,tool1,NA,933
peak,weirhug,TAN,933
peak,weischugh,NA,933
pear,peeras,NA,933
peck,ffel,NA,933
peck,feleey,NA,933
pectoral fin,ppwan1,TAN,933
peel,bwurungágh,NA,933
peel,bwurungi,NA,933
peel,bwurungiiló,NA,933
peel,ffet,NA,933
peel,fetti,NA,933
peel,ppwur,NA,933
peel,serághékkiló,NA,933
peel,sigát,TAN,933
peel,sigáti,TAN,933
peer,haran,TAN,933
peer,kuumi,NA,933
peer,sárel,NA,934
pen,peen,NA,934
pen,pluuma,NA,934
pen,úráál makk,NA,934
pencil,lóóp is,NA,934
pencil,úráál makk,NA,934
peninsula,ayúlúúl2,NA,934
peninsula,máásch,NA,934
penis,gháyi–,NA,934
penis,hee,TAN,934
penis,kkúr,NA,934
penis,mwáálil,NA,934
penis,parúng2,NA,934
penis,see,NA,934
penis,súlú-,NA,934
penis,taa2,NA,934
penny,seen,NA,934
people,aramah,TAN,934
people,aramas,NA,934
people,–mal,NA,934
people,re—,NA,934
people,Repaghuluwósch,NA,935
people,-scháy,NA,935
people,schóól schuugh,NA,935
pepper,amweigh,NA,935
pepper,amwiig,TAN,935
pepper,attiga,TAN,935
pepper,attigha,NA,935
pepper,lolli,NA,935
pepper,lolliyaay,NA,935
pepper,lonni,TAN,935
pepper,mwiigh,NA,935
pepper,walangung,NA,935
pepper,waluwal,NA,935
pepper,walúté,NA,935
perceive,werewer2,NA,935
perceive,weri,NA,935
perfective aspect,–a1,NA,935
perform,sóu–,NA,935
perfume,amet,NA,935
perfume,bwoongah,TAN,936
perfume,bwoongas,NA,936
perfume,bwoongasa,NA,936
perfume,ommwung,NA,936
perhaps,máli,NA,936
perhaps,tééschigha,NA,936
period,tempo,NA,936
permeate,bwoppwool,NA,936
person,aramah,TAN,936
person,aramas,NA,936
person,miil,NA,936
person,miin,TAN,936
person,rhóó,TAN,936
perspiration,mwóóliyol,NA,936
perspire,mwóóliyol,NA,936
perspire,witch,NA,936
persuade,alúghúúw,NA,936
pest,ilumaaw,NA,937
pestle,fayúlippwo,NA,937
pestle,ppwo2,NA,937
pet,nayú-,"TAN, LN",937
pet,tóófi,NA,937
petroleum,pwótorooliyo,NA,937
Philippine,Filipino,NA,937
phonograph,átittigh,NA,937
phonograph,densuku,NA,937
photograph,literóóto,NA,937
photograph,ngééni,TAN,937
photograph,púghúse,NA,937
photograph,saasing,NA,937
photograph,sassingi,NA,937
pick,dekka,NA,937
pick,dekkááli,NA,937
pick,fátighi,NA,937
pick,firhi2,TAN,937
pick,firhifirh,TAN,937
pick,fischi3,NA,938
pick,fischifisch,NA,938
pick,fitigi,TAN,938
pick,gin,TAN,938
pick,girigir,TAN,938
pick,ghiil2,NA,938
pick,ghili1,NA,938
pick,ghirighir,NA,938
pick,iyeri,TAN,938
pick,iyey,NA,938
pick,rooghiitá,NA,938
pick,tafataf1,NA,938
pick,tafengi,NA,938
pick,tári1,NA,938
pick,tteri,TAN,938
pick,tóraay,TAN,938
pick,tóreey1,NA,938
pick,úrúgi,TAN,938
pick,úrúgifirhi,TAN,938
pick,úrúghifischiiy,NA,938
pick,úrúghú,NA,938
pick,úrúúr2,NA,938
pickle,asuumwól,NA,939
pickle,suumwól,NA,939
pickpocket,lighottap,NA,939
picky,lifilifil2,NA,939
picnic,pinnik,NA,939
picture,literóóto,NA,939
picture,literóótoow,NA,939
picture,púghúse,NA,939
picture,zungwa,NA,939
picture,paay3,NA,939
piece,–ghup,NA,939
piece,–hatta,TAN,939
piece,hetip,TAN,939
piece,hóóbw1,TAN,939
piece,maripúúlé,NA,939
piece,márip,NA,939
piece,máripirip,NA,939
piece,mwéter,NA,939
piece,mwétetteril,NA,940
piece,ripiságh,NA,940
piece,sátil,NA,940
piece,sátip,NA,940
piece,sátipal amwusch,NA,940
piece,–sset,NA,940
piece,sóóbw1,NA,940
piece,–tip,NA,940
piece,tiip1,NA,940
pierce,bwár,NA,940
pig,siilo,NA,940
pile,amwey1,NA,940
pile,amweya,NA,940
pile,amweyal,NA,940
pile,amweyú,TAN,940
pile,arhónga,TAN,940
pile,atchónga,NA,940
pile,rhóng,TAN,940
pile,rhóóng,TAN,940
pile,sass,NA,940
pile,schóng,NA,940
pile,schóngoschóng,NA,941
pile,tittil mááy,NA,941
pile,tittin mááy,TAN,941
pile,tchóng,NA,941
pile,yéélú,NA,941
pillow,úlúúl,NA,941
pillow,úlúúlútá,NA,941
pillow,úlún g,NA,941
pimple,loor,NA,941
pimple,lorommarh,TAN,941
pimple,lorommasch,NA,941
pincers,ghaaghos,NA,941
pinch,afalla,NA,941
pinch,afalakké,NA,941
pinch,afitikka,NA,941
pinch,áfitikk,NA,941
pinch,áfitikka,NA,941
pinch,fátighi,NA,941
pinch,fitigi,TAN,941
pine,weegu,TAN,942
pine,weighu,NA,942
pineapple,piinga,NA,942
pink,pappar,NA,942
pink,parakkis,NA,942
pink-eye,bwutor,NA,942
pipe,paip,NA,942
pipe,siganné,TAN,942
pipe,sighallé,NA,942
Pisarach,Pihirarh,TAN,942
Pisarach,Pisarasch,NA,942
pit,faar,NA,942
pit,faral mangga,NA,942
pit,gazera,NA,942
pit,laas,NA,942
pit,naah,TAN,942
pitcher,óóra,NA,942
pitiable,affaiyé,NA,942
pitiable,attong,NA,942
pitiful,affaiyé,NA,943
pity,faiyé,NA,943
pity,liyamaam,NA,943
pity,ttong,NA,943
place,bwughos,NA,943
place,bwuléy,NA,943
place,isal,NA,943
place,isálii–,NA,943
place,lee–,NA,943
place,leeliy,NA,943
place,lóngey,TAN,943
place,lóngooy,NA,943
place,lugóót,NA,943
place,ulú-,NA,943
place,wei–2,NA,943
place,wey,NA,943
place,wi1,NA,943
place name,Ageriigan,TAN,943
place name,Aghériighan,NA,943
place name,Alal Bwaay,NA,943
place name,Alal Ghaloowa,NA,943
place name,Alal Márebw,NA,943
place name,Aláy Liibw,NA,943
place name,Alimaan,NA,944
place name,Aap,TAN,944
place name,Arabwal,NA,944
place name,Asughunnu,NA,944
place name,Asúngúl,NA,944
place name,Aschaubwesch,NA,944
place name,Aschaw,NA,944
place name,Atoobwey,NA,944
place name,Ayúlúúl,NA,944
place name,Áláilis,NA,944
place name,Alal Márebw,NA,944
place name,Áschátá,NA,944
place name,Bwollap,NA,944
place name,Bwolowat,NA,944
place name,Bwughuwal Arabwal,NA,944
place name,Bwulubwuul,NA,944
place name,Espaiyol,NA,944
place name,Faiyééw,NA,944
place name,Faalepi,NA,944
place name,Faluwasch,NA,944
place name,Falúghúló,NA,944
place name,Fanúyarh,TAN,944
place name,Fayúlap,NA,944
place name,Fánáápi,TAN,945
place name,Feláápi,NA,945
place name,Fóólopey,NA,945
place name,Gatogobwey,TAN,945
place name,Giligaal,TAN,945
place name,Ghafeetiya,NA,945
place name,Ghalaghaal,NA,945
place name,Ghooposal,NA,945
place name,Houg,TAN,945
place name,Hóbweihow,TAN,945
place name,Imwefay,NA,945
place name,Iwal,NA,945
place name,Kkuwam,NA,945
place name,Lalamwáágin,TAN,945
place name,Lamwotchegh,NA,945
place name,Lataal,NA,945
place name,Lataan,TAN,945
place name,Leelómw,NA,945
place name,Lemááyól,NA,945
place name,Léélééwong,NA,945
place name,Léélugh,NA,945
place name,Lisangal Malúgh,NA,945
place name,Lólomwáághil,NA,945
place name,Lóngeiraw,NA,945
place name,Luugholap,NA,946
place name,Luuta,NA,946
place name,Marianas,NA,946
place name,Mataalasa,NA,946
place name,Máschápi,NA,946
place name,Meráális,NA,946
place name,Mwóugh,NA,946
place name,Namwotcheg,TAN,946
place name,Naanmatów,NA,946
place name,Nómwonwiité,NA,946
place name,Onoun,TAN,946
place name,Paagang,TAN,946
place name,Paaghang,NA,946
place name,Paghúluwosch,NA,946
place name,Palley,NA,946
place name,Pihirarh,TAN,946
place name,Pisarasch,NA,946
place name,Ppiyal Ooláng,NA,946
place name,Piyapi Ghitighiit,NA,946
place name,Piyapi Tomwógh,NA,946
place name,Ppwul,NA,946
place name,Rhuug,TAN,946
place name,Sangórhól,TAN,946
place name,Saramal,NA,947
place name,Sarigwan,NA,947
place name,Satawal,NA,947
place name,Satawan,TAN,947
place name,Seip,NA,947
place name,Seip,"TAN, LN",947
place name,Sepeet,NA,947
place name,Alal M,NA,947
place name,Siila,NA,947
place name,Songosch,NA,947
place name,Sough,NA,947
place name,S,NA,947
place name,Suupi,NA,947
place name,Schuugh,NA,947
place name,Schughul Gh,NA,947
place name,Tailagh,NA,947
place name,Taip,NA,947
place name,Taiwang,NA,947
place name,Talaabwogh,NA,947
place name,Tammwoora,NA,947
place name,Taraf,TAN,947
place name,T,NA,947
place name,M,NA,947
place name,M,NA,947
place name,Tool,NA,947
place name,Tourulap,TAN,947
place name,Tourun Hootiw,TAN,947
place name,Tórófóófó,NA,948
place name,Tóurul Yéér,NA,948
place name,Tóurulap,NA,948
place name,Tuutuuram,NA,948
place name,Tchiliyól,NA,948
place name,Tchiniyól,TAN,948
place name,Umwul Bweesch,NA,948
place name,Unoun,NA,948
place name,Úlútiw,NA,948
place name,Welebwughúw,NA,948
place name,Weniya,TAN,948
place name,Woleyaay,NA,948
place name,Yaap,NA,948
plait,assey,NA,948
plait,fayú,NA,948
plait,ppil2,NA,948
plait,pili,NA,948
plane,pileen,NA,948
plant,aabwas,NA,948
plant,afaamarh,TAN,948
plant,afaamasch,NA,948
plant,afuurh,TAN,949
plant,afuusch,NA,949
plant,agurang1,TAN,949
plant,aghul,NA,949
plant,aghurang,NA,949
plant,alóót,NA,949
plant,alús1,NA,949
plant,alúw,NA,949
plant,amaleeset,NA,949
plant,amweigh,NA,949
plant,amwiig,TAN,949
plant,amwot tumaaga,NA,949
plant,anné,TAN,949
plant,anoonas,NA,949
plant,angomaras,NA,949
plant,angoschigh,NA,949
plant,apar,NA,949
plant,appiliischimw,NA,949
plant,appwulis,NA,949
plant,ara,NA,949
plant,arabwal,NA,949
plant,aragakk,TAN,949
plant,araghakk,NA,950
plant,arama,NA,950
plant,arooma,NA,950
plant,aromw,NA,950
plant,aróóma,TAN,950
plant,aruuru,NA,950
plant,asang,NA,950
plant,asass,NA,950
plant,asemsiyén,NA,950
plant,asmin,NA,950
plant,aatis,NA,950
plant,atmagoso,NA,950
plant,atool,NA,950
plant,aaw2,NA,950
plant,awal,NA,950
plant,áfischi Liyoos,NA,950
plant,áághul,NA,950
plant,ámááre,NA,950
plant,áppááw,NA,950
plant,áár2,NA,950
plant,átiyát2,NA,950
plant,bilimbiilis,NA,950
plant,bwatch,NA,951
plant,bwaay1,NA,951
plant,bweibwaay,NA,951
plant,bweibwaay mwáál,NA,951
plant,bweibwaay schóóbwut,NA,951
plant,bweenguwa,NA,951
plant,bwotaatas,NA,951
plant,bwuger,TAN,951
plant,bwughárimwáál,NA,951
plant,bwughárinngas,NA,951
plant,bwughárischóóbwut,NA,951
plant,bwugher,NA,951
plant,bwughil,NA,951
plant,bwula1,NA,951
plant,dadangsi,NA,951
plant,daikon,NA,951
plant,deres,NA,951
plant,dossi,NA,951
plant,eengi2,NA,951
plant,faadang,NA,951
plant,faarh,TAN,952
plant,faasch,NA,952
plant,faasch uschóósch,NA,952
plant,faschal Luuta,NA,952
plant,faschal wwal,NA,952
plant,fayérabwaw,NA,952
plant,fááliyáp,NA,952
plant,fáániyáp,TAN,952
plant,feta–,NA,952
plant,filé,NA,952
plant,filooris rosa,NA,952
plant,fine,TAN,952
plant,fitau,TAN,952
plant,fitau ppar,TAN,952
plant,fitaw,NA,952
plant,fitaw ppar,NA,952
plant,fitil,NA,952
plant,fiyoolis,NA,952
plant,fofogo,NA,952
plant,fóót,NA,952
plant,galamasa,TAN,952
plant,gamasúúlúg,TAN,952
plant,gamwuuti,TAN,952
plant,garanaada,NA,952
plant,garhú,TAN,952
plant,gasooso,TAN,952
plant,gatuuray,NA,952
plant,golondriina,TAN,953
plant,guul,TAN,953
plant,guun,TAN,953
plant,gurugur1,TAN,953
plant,gúúngár,TAN,953
plant,ghalabwaasa,NA,953
plant,ghalamaasa,NA,953
plant,ghamasiiligh,NA,953
plant,ghariisu,NA,953
plant,ghasooso,NA,953
plant,ghasuutil,NA,953
plant,ghaschú,NA,953
plant,ghaayil,NA,953
plant,ghiliaw,NA,953
plant,ghiyobw,NA,953
plant,ghiyobw bwesch,NA,953
plant,ghiyobw row,NA,953
plant,ghómwuuti,NA,953
plant,ghuul,NA,953
plant,ghúlúfé,NA,954
plant,ghúúngar,NA,954
plant,hasmin,TAN,954
plant,iiba,NA,954
plant,iifil,NA,954
plant,kkalamenduk,NA,954
plant,kkamang,NA,954
plant,kana festúla,NA,954
plant,kkangkkung,NA,954
plant,katdes,NA,954
plant,kiyáárots,NA,954
plant,kolonggorina,NA,954
plant,kkóómiyas,NA,954
plant,kunneeta,NA,954
plant,laguanaa,TAN,954
plant,langgunaa,NA,954
plant,lasaaga,NA,954
plant,laasch,NA,954
plant,llat,NA,954
plant,lángiiláng,NA,954
plant,lángit,NA,954
